Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount
12 sept. 2024,DELTA PACKAGING,"France |, Région Sud - Provence-A",Fabriquant et distributeur de matériaux et matériels d'emballage.,,N/A,Produits & Services industriels,,FONDATEUR(S),n.d.,M&A Corporate,n.d.
12 sept. 2024,PARIS EXPERIENCE GROUP,"France |, Île-de-France","Organisateur de visites, excursions, déjeuners et dîner croisières",83,2023,"Tourisme, hôtellerie/restauration, loisirs",ADP (EX AEROPORTS DE PA...,"EKKIO CAPITAL
                                                    
                            ,                                                            
                                
                                                                                                                    MONTEFIORE INVESTMENT
                                                    
                            ,                                                            
                                                                        MANAGER(S)",50-150 M€,Sortie M&A Corporate,50-150
12 sept. 2024,ACTIVITÉS YAOURTS DE GENERAL MILL...,"Canada |, Etranger","Activités yaourt de General Mills au Canada et aux États-Unis, dont la marque Yoplait",340,2024,N/A,"SODIAAL, LACTALIS",GENERAL MILLS,1 900 M€,M&A (Int'l),n.d.
12 sept. 2024,MOBSUCCESS,"France |, Île-de-France",Adtech proposant une solution marketing de déploiement d'opérations publicitaires et accompagnant annonceurs et agences dans leur transformation digitale,45,2024,"Média, Marketing/Communication et Télécom","SALARIES, SIPAREX, GPG (GROUPE PHILIPPE GI..., JOLT CAPITAL","GPG (GROUPE PHILIPPE GI...
                                                    
                            ,                                                            
                                
                                                                                                                    JOLT CAPITAL",50-150 M€,MBO,n.d.
12 sept. 2024,AVN (ATELIERS VISSERIE DU NORD),"France |, Hauts-de-France",Décolletage et tournage de toutes matières,1.50,2023,Produits & Services industriels,"METALIANS, FINORPA GIE",MANAGER(S),0-5 M€,Build-up,0-5
12 sept. 2024,TROPICALEMENT VOTRE,"France |, Île-de-France",Tour-opérateur spécialisé dans la création de voyages combinés et sur mesures dans les îles.,20,2023,"Tourisme, hôtellerie/restauration, loisirs","NAUTIL, CAP INVEST (LUXEMBOURG)",MANAGER(S),0-20 M€,Build-up,n.d.
12 sept. 2024,ZEENEA,"France |, Île-de-France",Éditeur français spécialisé dans le catalogage et la gouvernance de données,,N/A,Logiciel et services informatiques,HCLSOFTWARE,"FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    SALARIES",24 M€,M&A (Int'l),N/A
12 sept. 2024,PROBABL,"France |, Île-de-France","Développe des outils open source pour la science des données, l’IA et le ML, et d’étendre l’infrastructure logicielle de scikit-learn",,N/A,Logiciel et services informatiques,"APERTU CAPITAL, MOZILLA VENTURES",n/a,20-50 M€,Amorçage (seed),N/A
11 sept. 2024,SP2I,"France |, Occitanie",Fabricant de faisceaux électriques,1,2023,Produits & Services industriels,,MANAGER(S),n.d.,M&A Corporate,n.d.
11 sept. 2024,RETIF,"France |, Région Sud - Provence-A","Fournitures, équipements et solutions d'agencement pour les commerces",121,2023,N/A,RAJA,"VERDOSO INVESTMENTS SA
                                                    
                            ,                                                            
                                
                                                                                                                    EURAZEO GLOBAL INVESTOR",55 M€,M&A Corporate,50-150
11 sept. 2024,GAMES FACTORY,"France |, Bourgogne-Franche-Comté","Réseau de centres de loisirs multi-activités (karting, bowling, laser games, billard...)",20,2023,"Tourisme, hôtellerie/restauration, loisirs","HADRENA (EX OTIUM LEISURE), OTIUM CAPITAL",FONDATEUR(S),20-50 M€,Build-up,20-50
11 sept. 2024,LINKBYCAR,"France |, Île-de-France",Éditeur d’un logiciel Saas d’exploitation des données de voitures connectées,,N/A,"Internet & ecommerce, eservices","ETHIAS VENTURES, LEANSQUARE",n/a,5-10 M€,1er tour,N/A
11 sept. 2024,EUROPE SNACKS,"France |, Pays de la Loire",Fabrication de snacks salés sous marques de distributeurs,650,2023,N/A,ONE ROCK CAPITAL PARTNERS,"SEVEN2 (EX APAX PARTNERS)
                                                    
                            ,                                                            
                                
                                                                                                                    CREDIT MUTUEL EQUITY
                                                    
                            ,                                                            
                                
                                                                                                                    SOCIETE GENERALE CAPITA...",500-1000 M€,LBO VI,n.d.
11 sept. 2024,PANTERA,"France |, Etranger",Production à grande échelle du radioisotope actinium-225 (traitements ciblés contre le cancer),,N/A,N/A,"EQT LIFE SCIENCES (EX-L..., KURMA PARTNERS, EURAZEO, KORYS, PALADIN CAPITAL, PMV",n/a,280 M€,1er tour,N/A
11 sept. 2024,F.INITIATIVES (EX F. INICIATIVAS),"France |, Île-de-France",Cabinet de conseil en financement de l'innovation,33,2023,Services & Conseil aux entreprises,,FI GROUP,n.d.,Spin Off,n.d.
11 sept. 2024,GROUPE DELEPLANQUE,"France |, Île-de-France",Producteur et distributeur de semences de betterave à sucre et d'autres cultures,150,2023,N/A,RAGT,"ACTIONNAIRES FAMILIAUX
                    
                                                ,                                                            
                                                                        MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    UNIGRAINS",50-150 M€,M&A Corporate,n.d.
11 sept. 2024,PREXPARTNERS,"Allemagne |, Etranger",Cabinet de conseil spécialisé dans l’optimisation des achats,6.50,2024,Services & Conseil aux entreprises,"ARGON & CO, ARDIAN GROWTH",FONDATEUR(S),5-10 M€,Build-up international,n.d.
11 sept. 2024,JEISYS MEDICAL,"Corée du Sud |, Etranger",Fabricant d’appareils non-invasifs à base d’énergie pour les soins esthétiques et la correction de problèmes cutanés,97,2023,"Santé, beauté et services associés",ARCHIMED GROUP,FONDATEUR(S),668 M€,Retrait de cote,n.d.
11 sept. 2024,HADRENA (EX OTIUM LEISURE),"France |, Île-de-France","Groupe de loisirs indoor (marques de kartings-bowlings Speedpark et Games Factory, de jeux Fort Boyard Aventures, Koezio, Eclipso, Kids Empire, de trampolines Kojump)",120,2024,"Tourisme, hôtellerie/restauration, loisirs",,n.d.,n.d.,Refinancement,N/A
10 sept. 2024,AIR FLOW,"France |, Région Sud - Provence-A",Logistique et commercialisation de gaz,30,2023,N/A,MODALIS,"BPIFRANCE INVESTISSEMENT
                                                    
                            ,                                                            
                                
                                                                                                                    SOFIPACA
                                                    
                            ,                                                            
                                                                        MANAGER(S)",50-150 M€,M&A Corporate,50-150
10 sept. 2024,FIG - FOOD INDEX FOR GOOD,"France |, Île-de-France","Éditeur d'un outil de calcul carbone pour les restaurants et d'aide à la mise place de mesures de sobriété énergétique, anti-gaspillage et de menus bas carbone",0.35,2023,Logiciel et services informatiques,FAIRMOOVE,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
10 sept. 2024,WEGOGREENR,"France |, Nouvelle-Aquitaine",Site de mise en relation et de réservation d’hébergements et d'activités éco-responsables,,N/A,"Tourisme, hôtellerie/restauration, loisirs",FAIRMOOVE,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
10 sept. 2024,SESSUN,"France |, Région Sud - Provence-A",Mode et accessoires,70,2024,"Textile, Mode, Luxe, Décoration",QUADRIVIO,"EXPERIENCED CAPITAL PAR...
                                                    
                            ,                                                            
                                                                        FONDATEUR(S)",50-150 M€,LBO Primaire,n.d.
10 sept. 2024,SITE DE RECHERCHE DE SAINT-JULIEN...,"France |, Auvergne-Rhône-Alpes","Site de recherche spécialisé en oncologie dans les biomédicaments et les anticorps monoclonaux (mAB) et conjugués (ADC). Reprise du site, de ses 35 salariés, des bâtiments et équipements et des projets de recherche en cours.",,N/A,N/A,PIERRE FABRE,JUBILANT BIOSYS,n.d.,Carve-out,n.d.
10 sept. 2024,ABOLIS BIOTECHNOLOGIES,"France |, Île-de-France","Biotech développant des bioprocédés à destination des industriels (solutions alternatives basées sur les micro-organismes pour remplacer les colorants, exhausteurs, conservateurs chimiques dans l’industrie agro-alimentaire, les filtres solaires classiques dans les produits cosmétiques, etc.)",3.80,2023,N/A,"BOLD (BUSINESS OPPORTUN..., DEEPTECH & CLIMATE FONDS, EVONIK VENTURE CAPITAL, CLAY CAPITAL, ICOS CAPITAL, LIBERSET","MEDEVICE
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)",20-50 M€,1er tour,N/A
10 sept. 2024,MILLIRIS,"France |, Auvergne-Rhône-Alpes","Conception, fabrication et installation de systèmes clés en main dans les domaines de l’électrification et l’automatisation industrielle, la mécanisation et la robotique",15,2023,Produits & Services industriels,INNOVAFONDS,"HYD&AU (ATH, FLUIDAP, M...",0-20 M€,Carve-out,n.d.
10 sept. 2024,SKYSUN,"France |, Etranger",Installation de centrale photovoltaïque,,N/A,N/A,"ANDERA PARTNERS, WALLONIE ENTREPRENDRE",n/a,n.d.,1er tour,N/A
10 sept. 2024,BLACKOUT LAB,"Espagne |, Etranger",Studio de jeux occasionnels en ligne,,N/A,"Internet & ecommerce, eservices","52 ENTERTAINMENT (GOTO ..., GROUPE HLD",FONDATEUR(S),20-50 M€,Build-up international,n.d.
10 sept. 2024,WEGROW,"France |, Île-de-France",Éditeur d’un logiciel Saas de captage et de partage des bonnes pratiques commerciales pour les industriels et la grande distribution,,N/A,Logiciel et services informatiques,"NAUTA CAPITAL, SHAPR VENTURES, SCALEFUND, VU VENTURE PARTNERS, SHE1K, WILLE FINANCE AG",n/a,20-50 M€,2e tour,N/A
09 sept. 2024,ACTIFS DE LIVRAISON DE REPAS ET F...,"France |, Île-de-France",Actifs de livraison de repas et les fichiers clients de Foodette (livraison de paniers prêt-à-cuisiner),2.50,2023,"Internet & ecommerce, eservices","QUITOQUE (EX COOKIN' TH..., TERENCE CAPITAL","CLARISSE (AQUARELLE.COM)
                                                    
                            ,                                                            
                                
                                                                                                                    FOODETTE",0-20 M€,Carve-out,0-20
09 sept. 2024,FOREX FINANCE,"France |, Île-de-France","Conseil en risques financiers et en organisation de trésorerie à destination des groupes cotés, ETI et fonds d’investissement",10,2023,Services & Conseil aux entreprises,"UI INVESTISSEMENT, BPIFRANCE INVESTISSEMENT",ANDERA PARTNERS,50-150 M€,OBO bis,n.d.
09 sept. 2024,BONX,"France |, Occitanie","Logiciel ERP personnalisable grâce au ""no-code""",,N/A,Logiciel et services informatiques,"DYNAMO VENTURES, LAKESTAR, PREQUEL VENTURES",n/a,5-10 M€,Amorçage (seed),N/A
07 sept. 2024,LEUWEN-EUROLAND (EX LEUWEN),"France |, Île-de-France",Banque d'affaires axée sur les entreprises technologiques et industrielles,,N/A,Services & Conseil aux entreprises,EUROLAND CORPORATE,n.d.,n.d.,Participation minoritaire,n.d.
07 sept. 2024,RESERVIT,"France |, Région Sud - Provence-A",Logiciel de réservation,6.08,2023,Logiciel et services informatiques,ZUCCHETTI,FONDATEUR(S),15-20 M€,M&A (Int'l),10-15
06 sept. 2024,EMILE HAMM & FILS (EX CHAMPAGNE H...,"France |, Grand Est",Maison de champagne,,N/A,N/A,ICONIC NECTARS,FONDATEUR(S),0-20 M€,M&A Corporate,0-20
06 sept. 2024,IDETA,"France |, Île-de-France",Éditeur de logiciels qui propose une suite de logiciels no-code pour faciliter l'intégration de l'intelligence artificielle dans les opérations des entreprises.,1,2024,Logiciel et services informatiques,"SEPTEO, HG CAPITAL (HG)","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        BUSINESS ANGEL(S)",0-5 M€,Build-up,0-5
06 sept. 2024,CARBONX,"France |, Île-de-France","Achats, financement et gestion des risques liés aux certificats d’élimination permanente du dioxyde de carbone (EDC)",,N/A,Environnement & CleanTechs,"REDSTONE VC, ENGIE NEW VENTURES, PROFOUNDERS CAPITAL",n/a,0-20 M€,1er tour,n.d.
05 sept. 2024,ENTREPRISE ROINE,"France |, Bretagne",Vente et la construction des bâtiments agricoles et hippiques en bois,,N/A,"Immobilier & construction, bâtiment",,MANAGER(S),5-10 M€,Sponsorless,5-10
05 sept. 2024,EXAQTWORLD,"France |, Île-de-France","Conception de solutions technologiques innovantes destinées à sécuriser, connecter et tracer les articles en entrepôt et en magasin",,N/A,Electronique & Informatique,ITQ GROUP,"MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    CAPHORN INVEST
                                                    
                            ,                                                            
                                                                        ACTIONNAIRES",0-20 M€,M&A Corporate,0-20
05 sept. 2024,MORIA,"France |, Île-de-France",Fabricant d’instruments et d’équipements de chirurgie ophtalmique,55,2023,Produits Pharmaceutiques & matériel médical,"NAXICAP PARTNERS, EURAZEO","NAXICAP PARTNERS
                                                    
                            ,                                                            
                                                                        MANAGER(S)",150-250 M€,LBO Ter,n.d.
05 sept. 2024,HEPTA MEDICAL,"France |, Île-de-France",Medtech développant un traitement mini-invasif du cancer du poumon (ablation par micro-ondes),,N/A,Produits Pharmaceutiques & matériel médical,"BPIFRANCE INVESTISSEMENT, M&L INVESTMENT (M&L HEA..., CLERY",n/a,0-20 M€,1er tour,N/A
04 sept. 2024,ARCVERA RENEWABLES,"États-Unis |, Etranger","Services techniques pour les projets éoliens, solaires et de stockage par batterie",6.50,2023,Services & Conseil aux entreprises,BUREAU VERITAS,n.d.,0-20 M€,M&A (Int'l),0-20
04 sept. 2024,UNIGRAINS,"France |, Île-de-France",Investisseur sectoriel dans l'agro-alimentaire,,N/A,N/A,,n.d.,n.d.,Refinancement,N/A
04 sept. 2024,ETIX EVERYWHERE,"France |, Pays de la Loire",Développeur et opérateur de data centers,31.60,2023,"Média, Marketing/Communication et Télécom",INFRANITY,GLOBAL DATA CENTRE GROU...,150-250 M€,Cession de titres,N/A
03 sept. 2024,ACTIVITE ECHAFAUDAGE DE LOCAMOD,"France |, Île-de-France",Location d'échafaudages,,N/A,"Immobilier & construction, bâtiment",NORD COFFRAGE,"LOCAMOD (EX HTI - HOCHE...
                                                    
                            ,                                                            
                                                                        MANAGER(S)",0-20 M€,Carve-out,n.d.
03 sept. 2024,DUNIA,"Allemagne |, Etranger","Éditeur d'un logiciel, basé sur la robotique et l'intelligence artificielle, testant des formules afin de créer de nouveaux matériaux élecroactifs avancés",,N/A,Logiciel et services informatiques,"ELAIA PARTNERS, REDALPINE",n/a,0-20 M€,Amorçage (seed),5-10
03 sept. 2024,SKIPLY,"France |, Auvergne-Rhône-Alpes",Concepteur de boîtiers connectés de mesure de la satisfaction clients et de l'activité des salariés,1,2023,Electronique & Informatique,TAQT,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        BUSINESS ANGEL(S)",0-5 M€,M&A Corporate,0-5
03 sept. 2024,DUNE ASSURANCES,"France |, Île-de-France",Plateforme de solutions d’assurances Construction dédiée aux courtiers d'assurance.,,N/A,Logiciel et services informatiques,ADELAIDE,FONDATEUR(S),0-5 M€,Prise de participation,0-5
03 sept. 2024,BROS. AGENCY,"France |, Île-de-France",Agence marketing spécialisée dans le sport,,N/A,"Média, Marketing/Communication et Télécom",AUSTRALIEGAD,FONDATEUR(S),0-20 M€,M&A Corporate,0-20
03 sept. 2024,LANTANA PERCHE PAYSAGE,"France |, Normandie",Aménagement paysager,,N/A,Services & Biens de consommation,DOMOCARE (EX LANTANA PA...,n.d.,0-20 M€,M&A Corporate,0-20
03 sept. 2024,IPAN IPAN,"France |, Nouvelle-Aquitaine","Produits et services, allant des chargeurs sans fil à la prise decommande à table et à la captation d’avis clients à destination des secteurs de la restauration rapide et de l’hôtellerie.",,N/A,N/A,,n.d.,n.d.,Financement,n.d.
03 sept. 2024,DOCCLA,"Royaume-Uni |, Etranger",Fournisseur de services de surveillance virtuelle des patients et de surveillance à distance des patients,,N/A,Logiciel et services informatiques,"LAKESTAR, ELAIA PARTNERS, GENERAL CATALYST, BERTELSMANN DIGITAL MED..., SPEEDINVEST",n/a,n.d.,2e tour,N/A
03 sept. 2024,GH2E / TBCO,"France |, Île-de-France","GH2E : Travaux publics d'électricité
TBCO : Cabinet spécialisé dans le génie civil et la construction de structures maçonnées",12,2023,"Immobilier & construction, bâtiment",JR BTP,MANAGER(S),n.d.,Prise de participation,n.d.
03 sept. 2024,AGROPLUS,"Suisse |, Etranger",Conception de programmes techniques et comptables liés au secteur agricole,0.67,2023,Logiciel et services informatiques,ISAGRI,"FIDUCIAL WINBIZ SA
                                                    
                            ,                                                            
                                
                                                                                                                    FIDUCIAL",0-20 M€,M&A (Int'l),n.d.
03 sept. 2024,CARBYON,"Pays-Bas |, Etranger",Développeur d'infrastructures de capture de carbone dans l'air,,N/A,Environnement & CleanTechs,"SIEMENS FINANCIAL SERVICES, OMNES CAPITAL VENTURE, GLOBAL CLEANTECH CAPITAL, INVESTNL (INVEST-NL), INNOVATION INDUSTRIES, LOWERCARBON CAPITAL, BOM BRABANT VENTURES (B...",n/a,20-50 M€,1er tour,N/A
03 sept. 2024,ADHESIVE TAPE AND LABEL (ATL),"États-Unis |, Etranger",Transformation et découpe d’adhésifs et l’impression d’étiquettes principalement le secteur de la santé,13.50,2023,Produits & Services industriels,"ADDEV MATERIALS, TIKEHAU IM, BPIFRANCE INVESTISSEMENT, GARIBALDI PARTICIPATIONS, BNP PARIBAS PRINCIPAL I...",ACTIONNAIRES FAMILIAUX,0-20 M€,Build-up international,0-20
03 sept. 2024,LANTANA JARDECOR,"France |, Centre-Val de Loire",Aménagement paysager,,N/A,Services & Biens de consommation,DOMOCARE (EX LANTANA PA...,n.d.,0-20 M€,M&A Corporate,0-20
02 sept. 2024,HR PARTNERS,"Belgique |, Etranger",Conseil en Ressources Humaines,,N/A,Services & Conseil aux entreprises,PARTENA,"ALAN ALLMAN ASSOCIATES
                                                    
                            ,                                                            
                                
                                                                                                                    DYNAFIN CONSULTING FRANCE",0-20 M€,M&A (Int'l),0-20
02 sept. 2024,STOIK,"France |, Île-de-France",Couverture d'assurance et logiciel de sécurité contre les cyberattaques,,N/A,N/A,"ALVEN, ANDREESSEN HOROWITZ (A16Z), MUNICH RE VENTURES, OPERA TECH VENTURES, ANTHEMIS GROUP, CYBER INTEGRITY CAPITAL..., TOKIO MARINE HCC (TMHCCI)",n/a,50-150 M€,2e tour,N/A
02 sept. 2024,PETRO LS (PETRO LOGGING SERVICES),"France |, Nouvelle-Aquitaine","Spécialiste des mesures en puits pétroliers, géothermiques, miniers ou d’adduction d’eau potable",3,2023,Produits & Services industriels,SALARIES,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",0-5 M€,BIMBO,0-5
02 sept. 2024,EUROBIO SCIENTIFIC,"France |, Île-de-France",Biotech spécialisée dans le diagnostic in vitro de spécialités,130.10,2023,N/A,IK PARTNERS (EX-IK INVE...,n/a,n.d.,Augmentation de capital,N/A
02 sept. 2024,DEC CORPORATE FINANCE,"France |, Normandie",Société d'expertise-comptable,,N/A,N/A,"GROUPE DEC, ACOM CORPORATE FINANCE",n.d.,0-20 M€,M&A (Joint Venture),0-20
02 sept. 2024,OUILIVE,"France |, Île-de-France",Éditeur d'une plateforme de gamification de performance et d'engagement salarié,1.70,2023,Logiciel et services informatiques,"THE MOON VENTURE, CLUB INVEST IDF, WELIKEANGELS - INVESTES...",n/a,0-20 M€,Amorçage (seed),N/A
02 sept. 2024,DASHBOOK,"France |, Bourgogne-Franche-Comté",Maison d'édition transformant en livre des contenus en ligne et utilisant l'intelligence artificielle pour proposer les ouvrages sur les réseaux sociaux,1,2024,"Internet & ecommerce, eservices",SEVENTURE PARTNERS,n/a,0-20 M€,Amorçage (seed),N/A
02 sept. 2024,TIMIS,"France |, Auvergne-Rhône-Alpes","Maintenance d'imprimantes industrielles, vente de matériel et solutions de marquage.",2.30,2023,Produits & Services industriels,GROUPE ALIZON,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
02 sept. 2024,SBTX,"France |, Île-de-France","Rénovation et maintenance en maçonnerie, étanchéité, couverture-zinguerie et travaux sur cordes.",10,2023,"Média, Marketing/Communication et Télécom",CAPELIA,n.d.,n.d.,MBI,n.d.
02 sept. 2024,JAPET MEDICAL,"France |, Hauts-de-France",Fabricant intégrateur français d’exosquelettes,,N/A,Electronique & Informatique,TUDIGO (EX BULB IN TOWN),n/a,n.d.,Amorçage (seed),N/A
02 sept. 2024,PRELIGENS (EX EARTHCUBE),"France |, Occitanie",Éditeur d'une solution d'analyse automatique de données pour les agences de renseignement,35,2024,Logiciel et services informatiques,SAFRAN,"MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    360 CAPITAL PARTNERS
                                                    
                            ,                                                            
                                
                                                                                                                    TIKEHAU IM
                                                    
                            ,                                                            
                                
                                                                                                                    BPIFRANCE INVESTISSEMENT
                                                    
                            ,                                                            
                                
                                                                                                                    WENDEL",220 M€,M&A Corporate,N/A
02 sept. 2024,MEDINBOX,"France |, Occitanie",Solutions intégrées et intelligentes de gestion des images en bloc opératoire,5,2023,Logiciel et services informatiques,"FINANCIÈRE ARBEVEL (VOI..., IRDI CAPITAL INVESTISSE..., GSO INNOVATION (GRAND S...","FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    CLINIQUE PASTEUR",0-20 M€,Augmentation de capital,n.d.
02 sept. 2024,DOMIA GROUP (EX ACADOMIA),"France |, Île-de-France",Cours particuliers (Acadomia) et ménage (Shiva) à domicile,104,2023,Services & Biens de consommation,CINVEN,IK PARTNERS (EX-IK INVE...,250-500 M€,LBO Ter,n.d.
02 sept. 2024,F.I.A,"France |, Auvergne-Rhône-Alpes",Création et fabrication de médailles,,N/A,Services & Biens de consommation,"NGLRY, LAUDATE",LAUDATE,n.d.,M&A Corporate,n.d.
02 sept. 2024,CAPZA,"France |, Île-de-France",Fonds de dette et de LBO,,N/A,N/A,AXA INVESTMENT MANAGERS...,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",250-500 M€,M&A Corporate,250-500
02 sept. 2024,SAUERMANN,"Belgique |, Etranger",Spécialiste des pompes de relevage de condensats pour climatisations,80,2023,Produits & Services industriels,VERDER GROUP,"CREDIT MUTUEL EQUITY
                                                    
                            ,                                                            
                                
                                                                                                                    IXO PRIVATE EQUITY
                                                    
                            ,                                                            
                                                                        MANAGER(S)
                    
                                                ,                                                            
                                                                        FAMILY OFFICES
                    
                                                ,                                                            
                                                                        INVESTISSEUR(S) PRIVÉ(S)",50-150 M€,M&A (Int'l),50-150
02 sept. 2024,WILLY ANTI-GASPI,"France |, Île-de-France",Site de vente de produits invendus destinés à être jetés,0.70,2023,"Internet & ecommerce, eservices","TUDIGO (EX BULB IN TOWN), KIMA VENTURES",n/a,0-20 M€,1er tour,N/A
02 sept. 2024,HAENGGI ET ASSOCIES,"France |, Grand Est",Gestion de patrimoine,6.50,2023,N/A,"GROUPE PREMIUM, BLACKSTONE, EURAZEO SMALL-MID, MONTEFIORE INVESTMENT",ACTIONNAIRES FAMILIAUX,20-50 M€,Build-up,n.d.
02 sept. 2024,NEAT,"France |, Nouvelle-Aquitaine",Solutions d’assurance embarquée,,N/A,N/A,"HEDOSOPHIA, ETFS CAPITAL, ATHLETICO VENTURES, MUNDI VENTURES, NEWALPHA AM, FOUNDERS FUTURE, PURPLE.",n/a,20-50 M€,1er tour,N/A
02 sept. 2024,ARKADIA NDT,"France |, Région Sud - Provence-A","Spécialiste des contrôles non destructifs et des inspections, principalement pour l’industrie nucléaire",n.d.,N/A,Produits & Services industriels,FRAMATOME,FONDATEUR(S),n.d.,M&A Corporate,N/A
02 sept. 2024,STELLAR TELECOMMUNICATIONS,"France |, Nouvelle-Aquitaine","Fournisseur d'une solution de connexion à Internet pour les véhicules, intégrant l'intelligence artificielle pour choisir le réseau adéquat",,N/A,"Média, Marketing/Communication et Télécom","ELEWIT VENTURES, PRIMO VENTURES, ALCHIMIA INVESTMENTS, AUTRES",n/a,n.d.,1er tour,N/A
02 sept. 2024,RETRACED,"Allemagne |, Etranger",Éditeur d’un logiciel Saas permettant aux marques de mode de tracer et analyser les risques liés à leurs chaînes d'approvisionnement,5,2023,Logiciel et services informatiques,"PARTECH, ALSTIN CAPITAL, ALANTE CAPITAL, SAMAIPATA VENTURES, F-LOG VENTURES",n/a,20-50 M€,2e tour,N/A
02 sept. 2024,ID LOGISTICS,"France |, Région Sud - Provence-A",Transports et logistique contractuelle,2 500,2022,N/A,EURONEXT (BOURSE),n/a,>1000 M€,Augmentation de capital,N/A
02 sept. 2024,SYGMATEL,"France |, Pays de la Loire",Travaux d'installation électrique,44,2024,"Immobilier & construction, bâtiment","SODERO (EX SODERO GESTION), SALARIES",FONDATEUR(S),20-50 M€,MBO,0-5
02 sept. 2024,RAMSAY SANTÉ (EX RAMSAY GÉNÉRALE ...,"France |, Île-de-France",Hospitalisation privée,5 000,2024,"Santé, beauté et services associés",,n.d.,n.d.,Refinancement,N/A
02 sept. 2024,ATELIERS HARDY AFFINEUR ET PIERRE...,"France |, Centre-Val de Loire",L’atelier de Chatillon-sur-Cher (41) est spécialisé dans les AOP et spécialités au lait cru de chèvre et de brebis. Le site est divisé en deux ateliers : un atelier de production (Segré) et un atelier d’affinage (Hardy) avec 2 agréments sanitaires distincts.,,N/A,N/A,LAITERIES H. TRIBALLAT ...,OLGA (EX TRIBALLAT NOYAL),0-20 M€,Carve-out,0-20
02 sept. 2024,CARJAGER,"France |, Région Sud - Provence-A",Plateforme d'achat/vente de voitures de collection,40,2023,"Internet & ecommerce, eservices",CAR AVENUE,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",n.d.,Participation minoritaire,N/A
02 sept. 2024,DGH GRUPO,"Espagne |, Etranger",Groupe d'ingénierie spécialisé dans la robotique et l'automatisation des lignes d’assemblage,50,2023,Produits & Services industriels,"GROUPE ADF, ANDERA ACTO (EX ACTOMEZZ ), SOCIETE GENERALE CAPITA..., SIPAREX",MANAGER(S),20-50 M€,Build-up international,20-50
02 sept. 2024,LR TECH,"France |, Île-de-France","Développeur et fabricant de spectroradiomètres infrarouge à transformée de Fourier (IRTF) pour les marchés de l'environnement, de la météorologie, de la défense et de l'aérospatiale",,N/A,Electronique & Informatique,EXOSENS (EX PHOTONIS),FONDATEUR(S),0-20 M€,M&A (Int'l),0-20
02 sept. 2024,TOOVALU,"France |, Pays de la Loire",Éditeur d'un logiciel de pilotage de la politique ESG des entreprises et de conformité CSRD,2,2023,Logiciel et services informatiques,LEFEBVRE SARRUT,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
02 sept. 2024,PIRONNET PAYSAGISTE,"France |, Nouvelle-Aquitaine",Aménagement et entretien des espaces extérieurs.,1,2023,Services & Biens de consommation,,FONDATEUR(S),0-5 M€,Sponsorless,0-5
02 sept. 2024,AIRFREE,"France |, Île-de-France",Place de marché aérienne de produits duty free,0.41,2023,"Internet & ecommerce, eservices","MOMENT, EIFFEL INVESTMENT GROUP","SHISEIDO
                                                    
                            ,                                                            
                                
                                                                                                                    STARBURST VENTURE
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)",0-20 M€,Retournement,0-20
02 sept. 2024,LYMIA,"France |, Île-de-France",Logiciel spécialisé dans le sourcing de candidats,,N/A,Logiciel et services informatiques,CORUSCANT (WELCOME TO T...,FONDATEUR(S),0-20 M€,M&A Corporate,0-20
02 sept. 2024,EUROPEAN STYLE,"Émirats Arabes Unis |, Etranger",Réalisation de vitrines sur mesure,,N/A,Services & Conseil aux entreprises,"GROUPE RC CONCEPT (RC G..., CREDIT MUTUEL EQUITY",n.d.,n.d.,Build-up international,n.d.
02 sept. 2024,TAKUL,"Royaume-Uni |, Etranger",Marque de produits Halal,n.d.,N/A,N/A,"ISLA DÉLICE, PERWYN",FONDATEUR(S),n.d.,Build-up international,N/A
02 sept. 2024,CASE CORPORATE FINANCE (VOIR CASE...,"Europe |, Etranger",Banques d’affaires mid-cap,,N/A,N/A,CASE CASSIOPEA,MANAGER(S),n.d.,Fusion,n.d.
02 sept. 2024,GLOBE GROUPE,"France |, Île-de-France","Groupe de communication hors média, spécialisé dans le rapprochement consommateur/marques (shopper marketing)",107,2023,"Média, Marketing/Communication et Télécom",,n.d.,n.d.,Refinancement,50-150
